reactants,products
HBr + Al(OH)3,Al(OHBr + H2O
HF + NaOH,NaF + H2O
HF + KOH,KF + H2O
HF + Ca(OH)2,Ca(OHF + H2O
HF + Mg(OH)2,Mg(OHF + H2O
HF + Ba(OH)2,Ba(OHF + H2O
HF + LiOH,LiF + H2O
HF + Sr(OH)2,Sr(OHF + H2O
HF + Al(OH)3,Al(OHF + H2O
H2CO3 + NaOH,Na2CO3 + H2O
H2CO3 + KOH,K2CO3 + H2O
H2CO3 + Ca(OH)2,Ca(OH2CO3 + H2O
H2CO3 + Mg(OH)2,Mg(OH2CO3 + H2O
H2CO3 + Ba(OH)2,Ba(OH2CO3 + H2O
H2CO3 + LiOH,Li2CO3 + H2O
H2CO3 + Sr(OH)2,Sr(OH2CO3 + H2O
H2CO3 + Al(OH)3,Al(OH2CO3 + H2O
H3PO4 + NaOH,Na3PO4 + H2O
H3PO4 + KOH,K3PO4 + H2O
H3PO4 + Ca(OH)2,Ca(OH3PO4 + H2O
H3PO4 + Mg(OH)2,Mg(OH3PO4 + H2O
H3PO4 + Ba(OH)2,Ba(OH3PO4 + H2O
H3PO4 + LiOH,Li3PO4 + H2O
H3PO4 + Sr(OH)2,Sr(OH3PO4 + H2O
H3PO4 + Al(OH)3,Al(OH3PO4 + H2O
CaCO3,CaO + CO2
KClO3,KCl + O2
H2O2,H2O + O2
NH4NO3,N2O + H2O
NaHCO3,Na2CO3 + CO2 + H2O
CaO + CO2,CaCO3
KCl + O2,KClO3
H2O + O2,H2O2
N2O + H2O,NH4NO3
Na2CO3 + CO2 + H2O,NaHCO3
Zn + HCl,ZnCl2 + H2
Fe + CuSO4,FeSO4 + Cu
Al + Fe2O3,Al2O3 + Fe
Mg + H2O,Mg(OH)2 + H2
Cu + AgNO3,Cu(NO3)2 + Ag
Pb + CuCl2,PbCl2 + Cu
N2 + H2,NH3
H2 + Cl2,HCl
Na + O2,Na2O
Fe + S,FeS
C + O2,CO2
C1H4 + O2,CO2 + H2O
C2H6 + O2,CO2 + H2O
C3H8 + O2,CO2 + H2O
C4H10 + O2,CO2 + H2O
C5H12 + O2,CO2 + H2O
C6H14 + O2,CO2 + H2O
C7H16 + O2,CO2 + H2O
C8H18 + O2,CO2 + H2O
C9H20 + O2,CO2 + H2O
C10H22 + O2,CO2 + H2O
C11H24 + O2,CO2 + H2O
C12H26 + O2,CO2 + H2O
C13H28 + O2,CO2 + H2O
C14H30 + O2,CO2 + H2O
C15H32 + O2,CO2 + H2O
C16H34 + O2,CO2 + H2O
C17H36 + O2,CO2 + H2O
C18H38 + O2,CO2 + H2O
C19H40 + O2,CO2 + H2O
C20H42 + O2,CO2 + H2O
C21H44 + O2,CO2 + H2O
C22H46 + O2,CO2 + H2O
C23H48 + O2,CO2 + H2O
C24H50 + O2,CO2 + H2O
C25H52 + O2,CO2 + H2O
C26H54 + O2,CO2 + H2O
C27H56 + O2,CO2 + H2O
C28H58 + O2,CO2 + H2O
C29H60 + O2,CO2 + H2O
C30H62 + O2,CO2 + H2O
C31H64 + O2,CO2 + H2O
C32H66 + O2,CO2 + H2O
C33H68 + O2,CO2 + H2O
C34H70 + O2,CO2 + H2O
C35H72 + O2,CO2 + H2O
C36H74 + O2,CO2 + H2O
C37H76 + O2,CO2 + H2O
C38H78 + O2,CO2 + H2O
C39H80 + O2,CO2 + H2O
C40H82 + O2,CO2 + H2O
C41H84 + O2,CO2 + H2O
C42H86 + O2,CO2 + H2O
C43H88 + O2,CO2 + H2O
C44H90 + O2,CO2 + H2O
C45H92 + O2,CO2 + H2O
C46H94 + O2,CO2 + H2O
C47H96 + O2,CO2 + H2O
C48H98 + O2,CO2 + H2O
C49H100 + O2,CO2 + H2O
C50H102 + O2,CO2 + H2O
C51H104 + O2,CO2 + H2O
C52H106 + O2,CO2 + H2O
C53H108 + O2,CO2 + H2O
C54H110 + O2,CO2 + H2O
C55H112 + O2,CO2 + H2O
C56H114 + O2,CO2 + H2O
C57H116 + O2,CO2 + H2O
C58H118 + O2,CO2 + H2O
C59H120 + O2,CO2 + H2O
C60H122 + O2,CO2 + H2O
C61H124 + O2,CO2 + H2O
C62H126 + O2,CO2 + H2O
C63H128 + O2,CO2 + H2O
C64H130 + O2,CO2 + H2O
C65H132 + O2,CO2 + H2O
C66H134 + O2,CO2 + H2O
C67H136 + O2,CO2 + H2O
C68H138 + O2,CO2 + H2O
C69H140 + O2,CO2 + H2O
C70H142 + O2,CO2 + H2O
C71H144 + O2,CO2 + H2O
C72H146 + O2,CO2 + H2O
C73H148 + O2,CO2 + H2O
C74H150 + O2,CO2 + H2O
C75H152 + O2,CO2 + H2O
C76H154 + O2,CO2 + H2O
C77H156 + O2,CO2 + H2O
C78H158 + O2,CO2 + H2O
C79H160 + O2,CO2 + H2O
C80H162 + O2,CO2 + H2O
C81H164 + O2,CO2 + H2O
C82H166 + O2,CO2 + H2O
C83H168 + O2,CO2 + H2O
C84H170 + O2,CO2 + H2O
C85H172 + O2,CO2 + H2O
C86H174 + O2,CO2 + H2O
C87H176 + O2,CO2 + H2O
C88H178 + O2,CO2 + H2O
C89H180 + O2,CO2 + H2O
C90H182 + O2,CO2 + H2O
C91H184 + O2,CO2 + H2O
C92H186 + O2,CO2 + H2O
C93H188 + O2,CO2 + H2O
C94H190 + O2,CO2 + H2O
C95H192 + O2,CO2 + H2O
C96H194 + O2,CO2 + H2O
C97H196 + O2,CO2 + H2O
C98H198 + O2,CO2 + H2O
C99H200 + O2,CO2 + H2O
C100H202 + O2,CO2 + H2O
C101H204 + O2,CO2 + H2O
C102H206 + O2,CO2 + H2O
C103H208 + O2,CO2 + H2O
C104H210 + O2,CO2 + H2O
C105H212 + O2,CO2 + H2O
C106H214 + O2,CO2 + H2O
C107H216 + O2,CO2 + H2O
C108H218 + O2,CO2 + H2O
C109H220 + O2,CO2 + H2O
C110H222 + O2,CO2 + H2O
C111H224 + O2,CO2 + H2O
C112H226 + O2,CO2 + H2O
C113H228 + O2,CO2 + H2O
C114H230 + O2,CO2 + H2O
C115H232 + O2,CO2 + H2O
C116H234 + O2,CO2 + H2O
C117H236 + O2,CO2 + H2O
C118H238 + O2,CO2 + H2O
C119H240 + O2,CO2 + H2O
C120H242 + O2,CO2 + H2O
C121H244 + O2,CO2 + H2O
C122H246 + O2,CO2 + H2O
C123H248 + O2,CO2 + H2O
C124H250 + O2,CO2 + H2O
C125H252 + O2,CO2 + H2O
C126H254 + O2,CO2 + H2O
C127H256 + O2,CO2 + H2O
C128H258 + O2,CO2 + H2O
C129H260 + O2,CO2 + H2O
C130H262 + O2,CO2 + H2O
C131H264 + O2,CO2 + H2O
C132H266 + O2,CO2 + H2O
C133H268 + O2,CO2 + H2O
C134H270 + O2,CO2 + H2O
C135H272 + O2,CO2 + H2O
C136H274 + O2,CO2 + H2O
C137H276 + O2,CO2 + H2O
C138H278 + O2,CO2 + H2O
C139H280 + O2,CO2 + H2O
C140H282 + O2,CO2 + H2O
C141H284 + O2,CO2 + H2O
C142H286 + O2,CO2 + H2O
C143H288 + O2,CO2 + H2O
C144H290 + O2,CO2 + H2O
C145H292 + O2,CO2 + H2O
C146H294 + O2,CO2 + H2O
C147H296 + O2,CO2 + H2O
C148H298 + O2,CO2 + H2O
C149H300 + O2,CO2 + H2O
C150H302 + O2,CO2 + H2O
C151H304 + O2,CO2 + H2O
C152H306 + O2,CO2 + H2O
C153H308 + O2,CO2 + H2O
C154H310 + O2,CO2 + H2O
C155H312 + O2,CO2 + H2O
C156H314 + O2,CO2 + H2O
C157H316 + O2,CO2 + H2O
C158H318 + O2,CO2 + H2O
C159H320 + O2,CO2 + H2O
C160H322 + O2,CO2 + H2O
C161H324 + O2,CO2 + H2O
C162H326 + O2,CO2 + H2O
C163H328 + O2,CO2 + H2O
C164H330 + O2,CO2 + H2O
C165H332 + O2,CO2 + H2O
C166H334 + O2,CO2 + H2O
C167H336 + O2,CO2 + H2O
C168H338 + O2,CO2 + H2O
C169H340 + O2,CO2 + H2O
C170H342 + O2,CO2 + H2O
C171H344 + O2,CO2 + H2O
C172H346 + O2,CO2 + H2O
C173H348 + O2,CO2 + H2O
C174H350 + O2,CO2 + H2O
C175H352 + O2,CO2 + H2O
C176H354 + O2,CO2 + H2O
C177H356 + O2,CO2 + H2O
C178H358 + O2,CO2 + H2O
C179H360 + O2,CO2 + H2O
C180H362 + O2,CO2 + H2O
C181H364 + O2,CO2 + H2O
C182H366 + O2,CO2 + H2O
C183H368 + O2,CO2 + H2O
C184H370 + O2,CO2 + H2O
C185H372 + O2,CO2 + H2O
C186H374 + O2,CO2 + H2O
C187H376 + O2,CO2 + H2O
C188H378 + O2,CO2 + H2O
C189H380 + O2,CO2 + H2O
C190H382 + O2,CO2 + H2O
C191H384 + O2,CO2 + H2O
C192H386 + O2,CO2 + H2O
C193H388 + O2,CO2 + H2O
C194H390 + O2,CO2 + H2O
C195H392 + O2,CO2 + H2O
C196H394 + O2,CO2 + H2O
C197H396 + O2,CO2 + H2O
C198H398 + O2,CO2 + H2O
C199H400 + O2,CO2 + H2O
C200H402 + O2,CO2 + H2O
C201H404 + O2,CO2 + H2O
C202H406 + O2,CO2 + H2O
C203H408 + O2,CO2 + H2O
C204H410 + O2,CO2 + H2O
C205H412 + O2,CO2 + H2O
C206H414 + O2,CO2 + H2O
C207H416 + O2,CO2 + H2O
C208H418 + O2,CO2 + H2O
C209H420 + O2,CO2 + H2O
C210H422 + O2,CO2 + H2O
C211H424 + O2,CO2 + H2O
C212H426 + O2,CO2 + H2O
C213H428 + O2,CO2 + H2O
C214H430 + O2,CO2 + H2O
C215H432 + O2,CO2 + H2O
C216H434 + O2,CO2 + H2O
C217H436 + O2,CO2 + H2O
C218H438 + O2,CO2 + H2O
C219H440 + O2,CO2 + H2O
C220H442 + O2,CO2 + H2O
C221H444 + O2,CO2 + H2O
C222H446 + O2,CO2 + H2O
C223H448 + O2,CO2 + H2O
C224H450 + O2,CO2 + H2O
C225H452 + O2,CO2 + H2O
C226H454 + O2,CO2 + H2O
C227H456 + O2,CO2 + H2O
C228H458 + O2,CO2 + H2O
C229H460 + O2,CO2 + H2O
C230H462 + O2,CO2 + H2O
C231H464 + O2,CO2 + H2O
C232H466 + O2,CO2 + H2O
C233H468 + O2,CO2 + H2O
C234H470 + O2,CO2 + H2O
C235H472 + O2,CO2 + H2O
C236H474 + O2,CO2 + H2O
C237H476 + O2,CO2 + H2O
C238H478 + O2,CO2 + H2O
C239H480 + O2,CO2 + H2O
C240H482 + O2,CO2 + H2O
C241H484 + O2,CO2 + H2O
C242H486 + O2,CO2 + H2O
C243H488 + O2,CO2 + H2O
C244H490 + O2,CO2 + H2O
C245H492 + O2,CO2 + H2O
C246H494 + O2,CO2 + H2O
C247H496 + O2,CO2 + H2O
C248H498 + O2,CO2 + H2O
C249H500 + O2,CO2 + H2O
C250H502 + O2,CO2 + H2O
C251H504 + O2,CO2 + H2O
C252H506 + O2,CO2 + H2O
C253H508 + O2,CO2 + H2O
C254H510 + O2,CO2 + H2O
C255H512 + O2,CO2 + H2O
C256H514 + O2,CO2 + H2O
C257H516 + O2,CO2 + H2O
C258H518 + O2,CO2 + H2O
C259H520 + O2,CO2 + H2O
C260H522 + O2,CO2 + H2O
C261H524 + O2,CO2 + H2O
C262H526 + O2,CO2 + H2O
C263H528 + O2,CO2 + H2O
C264H530 + O2,CO2 + H2O
C265H532 + O2,CO2 + H2O
C266H534 + O2,CO2 + H2O
C267H536 + O2,CO2 + H2O
C268H538 + O2,CO2 + H2O
C269H540 + O2,CO2 + H2O
C270H542 + O2,CO2 + H2O
C271H544 + O2,CO2 + H2O
C272H546 + O2,CO2 + H2O
C273H548 + O2,CO2 + H2O
C274H550 + O2,CO2 + H2O
C275H552 + O2,CO2 + H2O
C276H554 + O2,CO2 + H2O
C277H556 + O2,CO2 + H2O
C278H558 + O2,CO2 + H2O
C279H560 + O2,CO2 + H2O
C280H562 + O2,CO2 + H2O
C281H564 + O2,CO2 + H2O
C282H566 + O2,CO2 + H2O
C283H568 + O2,CO2 + H2O
C284H570 + O2,CO2 + H2O
C285H572 + O2,CO2 + H2O
C286H574 + O2,CO2 + H2O
C287H576 + O2,CO2 + H2O
C288H578 + O2,CO2 + H2O
C289H580 + O2,CO2 + H2O
C290H582 + O2,CO2 + H2O
C291H584 + O2,CO2 + H2O
C292H586 + O2,CO2 + H2O
C293H588 + O2,CO2 + H2O
C294H590 + O2,CO2 + H2O
C295H592 + O2,CO2 + H2O
C296H594 + O2,CO2 + H2O
C297H596 + O2,CO2 + H2O
C298H598 + O2,CO2 + H2O
C299H600 + O2,CO2 + H2O
C300H602 + O2,CO2 + H2O
C301H604 + O2,CO2 + H2O
C302H606 + O2,CO2 + H2O
C303H608 + O2,CO2 + H2O
C304H610 + O2,CO2 + H2O
C305H612 + O2,CO2 + H2O
C306H614 + O2,CO2 + H2O
C307H616 + O2,CO2 + H2O
C308H618 + O2,CO2 + H2O
C309H620 + O2,CO2 + H2O
C310H622 + O2,CO2 + H2O
C311H624 + O2,CO2 + H2O
C312H626 + O2,CO2 + H2O
C313H628 + O2,CO2 + H2O
C314H630 + O2,CO2 + H2O
C315H632 + O2,CO2 + H2O
C316H634 + O2,CO2 + H2O
C317H636 + O2,CO2 + H2O
C318H638 + O2,CO2 + H2O
C319H640 + O2,CO2 + H2O
C320H642 + O2,CO2 + H2O
C321H644 + O2,CO2 + H2O
C322H646 + O2,CO2 + H2O
C323H648 + O2,CO2 + H2O
C324H650 + O2,CO2 + H2O
C325H652 + O2,CO2 + H2O
C326H654 + O2,CO2 + H2O
C327H656 + O2,CO2 + H2O
C328H658 + O2,CO2 + H2O
C329H660 + O2,CO2 + H2O
C330H662 + O2,CO2 + H2O
C331H664 + O2,CO2 + H2O
C332H666 + O2,CO2 + H2O
C333H668 + O2,CO2 + H2O
C334H670 + O2,CO2 + H2O
C335H672 + O2,CO2 + H2O
C336H674 + O2,CO2 + H2O
C337H676 + O2,CO2 + H2O
C338H678 + O2,CO2 + H2O
C339H680 + O2,CO2 + H2O
C340H682 + O2,CO2 + H2O
C341H684 + O2,CO2 + H2O
C342H686 + O2,CO2 + H2O
C343H688 + O2,CO2 + H2O
C344H690 + O2,CO2 + H2O
C345H692 + O2,CO2 + H2O
C346H694 + O2,CO2 + H2O
C347H696 + O2,CO2 + H2O
C348H698 + O2,CO2 + H2O
C349H700 + O2,CO2 + H2O
C350H702 + O2,CO2 + H2O
C351H704 + O2,CO2 + H2O
C352H706 + O2,CO2 + H2O
C353H708 + O2,CO2 + H2O
C354H710 + O2,CO2 + H2O
C355H712 + O2,CO2 + H2O
C356H714 + O2,CO2 + H2O
C357H716 + O2,CO2 + H2O
C358H718 + O2,CO2 + H2O
C359H720 + O2,CO2 + H2O
C360H722 + O2,CO2 + H2O
C361H724 + O2,CO2 + H2O
C362H726 + O2,CO2 + H2O
C363H728 + O2,CO2 + H2O
C364H730 + O2,CO2 + H2O
C365H732 + O2,CO2 + H2O
C366H734 + O2,CO2 + H2O
C367H736 + O2,CO2 + H2O
C368H738 + O2,CO2 + H2O
C369H740 + O2,CO2 + H2O
C370H742 + O2,CO2 + H2O
C371H744 + O2,CO2 + H2O
C372H746 + O2,CO2 + H2O
C373H748 + O2,CO2 + H2O
C374H750 + O2,CO2 + H2O
C375H752 + O2,CO2 + H2O
C376H754 + O2,CO2 + H2O
C377H756 + O2,CO2 + H2O
C378H758 + O2,CO2 + H2O
C379H760 + O2,CO2 + H2O
C380H762 + O2,CO2 + H2O
C381H764 + O2,CO2 + H2O
C382H766 + O2,CO2 + H2O
C383H768 + O2,CO2 + H2O
C384H770 + O2,CO2 + H2O
C385H772 + O2,CO2 + H2O
C386H774 + O2,CO2 + H2O
C387H776 + O2,CO2 + H2O
C388H778 + O2,CO2 + H2O
C389H780 + O2,CO2 + H2O
C390H782 + O2,CO2 + H2O
C391H784 + O2,CO2 + H2O
C392H786 + O2,CO2 + H2O
C393H788 + O2,CO2 + H2O
C394H790 + O2,CO2 + H2O
C395H792 + O2,CO2 + H2O
C396H794 + O2,CO2 + H2O
C397H796 + O2,CO2 + H2O
C398H798 + O2,CO2 + H2O
C399H800 + O2,CO2 + H2O
C400H802 + O2,CO2 + H2O
C401H804 + O2,CO2 + H2O
C402H806 + O2,CO2 + H2O
C403H808 + O2,CO2 + H2O
C404H810 + O2,CO2 + H2O
C405H812 + O2,CO2 + H2O
C406H814 + O2,CO2 + H2O
C407H816 + O2,CO2 + H2O
C408H818 + O2,CO2 + H2O
C409H820 + O2,CO2 + H2O
C410H822 + O2,CO2 + H2O
C411H824 + O2,CO2 + H2O
C412H826 + O2,CO2 + H2O
C413H828 + O2,CO2 + H2O
C414H830 + O2,CO2 + H2O
C415H832 + O2,CO2 + H2O
C416H834 + O2,CO2 + H2O
C417H836 + O2,CO2 + H2O
C418H838 + O2,CO2 + H2O
C419H840 + O2,CO2 + H2O
C420H842 + O2,CO2 + H2O
C421H844 + O2,CO2 + H2O
C422H846 + O2,CO2 + H2O
C423H848 + O2,CO2 + H2O
C424H850 + O2,CO2 + H2O
C425H852 + O2,CO2 + H2O
C426H854 + O2,CO2 + H2O
C427H856 + O2,CO2 + H2O
C428H858 + O2,CO2 + H2O
C429H860 + O2,CO2 + H2O
C430H862 + O2,CO2 + H2O
C431H864 + O2,CO2 + H2O
C432H866 + O2,CO2 + H2O
C433H868 + O2,CO2 + H2O
C434H870 + O2,CO2 + H2O
C435H872 + O2,CO2 + H2O
C436H874 + O2,CO2 + H2O
C437H876 + O2,CO2 + H2O
C438H878 + O2,CO2 + H2O
C439H880 + O2,CO2 + H2O
C440H882 + O2,CO2 + H2O
C441H884 + O2,CO2 + H2O
C442H886 + O2,CO2 + H2O
C443H888 + O2,CO2 + H2O
C444H890 + O2,CO2 + H2O
C445H892 + O2,CO2 + H2O
C446H894 + O2,CO2 + H2O
C447H896 + O2,CO2 + H2O
C448H898 + O2,CO2 + H2O
C449H900 + O2,CO2 + H2O
C450H902 + O2,CO2 + H2O
C451H904 + O2,CO2 + H2O
C452H906 + O2,CO2 + H2O
C453H908 + O2,CO2 + H2O
C454H910 + O2,CO2 + H2O
C455H912 + O2,CO2 + H2O
C456H914 + O2,CO2 + H2O
C457H916 + O2,CO2 + H2O
C458H918 + O2,CO2 + H2O
C459H920 + O2,CO2 + H2O
C460H922 + O2,CO2 + H2O
C461H924 + O2,CO2 + H2O
C462H926 + O2,CO2 + H2O
C463H928 + O2,CO2 + H2O
C464H930 + O2,CO2 + H2O
C465H932 + O2,CO2 + H2O
C466H934 + O2,CO2 + H2O
C467H936 + O2,CO2 + H2O
C468H938 + O2,CO2 + H2O
C469H940 + O2,CO2 + H2O
C470H942 + O2,CO2 + H2O
C471H944 + O2,CO2 + H2O
C472H946 + O2,CO2 + H2O
C473H948 + O2,CO2 + H2O
C474H950 + O2,CO2 + H2O
C475H952 + O2,CO2 + H2O
C476H954 + O2,CO2 + H2O
C477H956 + O2,CO2 + H2O
C478H958 + O2,CO2 + H2O
C479H960 + O2,CO2 + H2O
C480H962 + O2,CO2 + H2O
C481H964 + O2,CO2 + H2O
C482H966 + O2,CO2 + H2O
C483H968 + O2,CO2 + H2O
C484H970 + O2,CO2 + H2O
C485H972 + O2,CO2 + H2O
C486H974 + O2,CO2 + H2O
C487H976 + O2,CO2 + H2O
C488H978 + O2,CO2 + H2O
C489H980 + O2,CO2 + H2O
C490H982 + O2,CO2 + H2O
C491H984 + O2,CO2 + H2O
C492H986 + O2,CO2 + H2O
C493H988 + O2,CO2 + H2O
C494H990 + O2,CO2 + H2O
C495H992 + O2,CO2 + H2O
C496H994 + O2,CO2 + H2O
C497H996 + O2,CO2 + H2O
C498H998 + O2,CO2 + H2O
C499H1000 + O2,CO2 + H2O
C500H1002 + O2,CO2 + H2O
HCl + NaOH,NaCl + H2O
HCl + KOH,KCl + H2O
HCl + Ca(OH)2,Ca(OHCl + H2O)
HCl + Mg(OH)2,Mg(OHCl + H2O)
HCl + Ba(OH)2,Ba(OHCl + H2O)
HCl + LiOH,LiCl + H2O
HCl + Sr(OH)2,Sr(OHCl + H2O)
HCl + Al(OH)3,Al(OHCl + H2O)
H2SO4 + NaOH,Na2SO4 + H2O
H2SO4 + KOH,K2SO4 + H2O
H2SO4 + Ca(OH)2,Ca(OH2SO4 + H2O)
H2SO4 + Mg(OH)2,Mg(OH2SO4 + H2O)
H2SO4 + Ba(OH)2,Ba(OH2SO4 + H2O)
H2SO4 + LiOH,Li2SO4 + H2O
H2SO4 + Sr(OH)2,Sr(OH2SO4 + H2O)
H2SO4 + Al(OH)3,Al(OH2SO4 + H2O)
HNO3 + NaOH,NaNO3 + H2O
HNO3 + KOH,KNO3 + H2O
HNO3 + Ca(OH)2,Ca(OHNO3 + H2O)
HNO3 + Mg(OH)2,Mg(OHNO3 + H2O)
HNO3 + Ba(OH)2,Ba(OHNO3 + H2O)
HNO3 + LiOH,LiNO3 + H2O
HNO3 + Sr(OH)2,Sr(OHNO3 + H2O)
HNO3 + Al(OH)3,Al(OHNO3 + H2O)
CH3COOH + NaOH,NaH3COOH + H2O
CH3COOH + KOH,KH3COOH + H2O
CH3COOH + Ca(OH)2,Ca(OHH3COOH + H2O)
CH3COOH + Mg(OH)2,Mg(OHH3COOH + H2O)
CH3COOH + Ba(OH)2,Ba(OHH3COOH + H2O)
CH3COOH + LiOH,LiH3COOH + H2O
CH3COOH + Sr(OH)2,Sr(OHH3COOH + H2O)
CH3COOH + Al(OH)3,Al(OHH3COOH + H2O)
HBr + NaOH,NaBr + H2O
HBr + KOH,KBr + H2O
HBr + Ca(OH)2,Ca(OHBr + H2O)
HBr + Mg(OH)2,Mg(OHBr + H2O)
HBr + Ba(OH)2,Ba(OHBr + H2O)
HBr + LiOH,LiBr + H2O
HBr + Sr(OH)2,Sr(OHBr + H2O)
HBr + Al(OH)3,Al(OHBr + H2O)
HF + NaOH,NaF + H2O
HF + KOH,KF + H2O
HF + Ca(OH)2,Ca(OHF + H2O)
HF + Mg(OH)2,Mg(OHF + H2O)
HF + Ba(OH)2,Ba(OHF + H2O)
HF + LiOH,LiF + H2O
HF + Sr(OH)2,Sr(OHF + H2O)
HF + Al(OH)3,Al(OHF + H2O)
H2CO3 + NaOH,Na2CO3 + H2O
H2CO3 + KOH,K2CO3 + H2O
H2CO3 + Ca(OH)2,Ca(OH2CO3 + H2O)
H2CO3 + Mg(OH)2,Mg(OH2CO3 + H2O)
H2CO3 + Ba(OH)2,Ba(OH2CO3 + H2O)
H2CO3 + LiOH,Li2CO3 + H2O
H2CO3 + Sr(OH)2,Sr(OH2CO3 + H2O)
H2CO3 + Al(OH)3,Al(OH2CO3 + H2O)
H3PO4 + NaOH,Na3PO4 + H2O
H3PO4 + KOH,K3PO4 + H2O
H3PO4 + Ca(OH)2,Ca(OH3PO4 + H2O)
H3PO4 + Mg(OH)2,Mg(OH3PO4 + H2O)
H3PO4 + Ba(OH)2,Ba(OH3PO4 + H2O)
H3PO4 + LiOH,Li3PO4 + H2O
H3PO4 + Sr(OH)2,Sr(OH3PO4 + H2O)
H3PO4 + Al(OH)3,Al(OH3PO4 + H2O)
CaCO3,CaO + CO2
KClO3,KCl + O2
H2O2,H2O + O2
NH4NO3,N2O + H2O
NaHCO3,Na2CO3 + CO2 + H2O
CaO + CO2,CaCO3
KCl + O2,KClO3
H2O + O2,H2O2
N2O + H2O,NH4NO3
Na2CO3 + CO2 + H2O,NaHCO3
Zn + HCl,ZnCl2 + H2
Fe + CuSO4,FeSO4 + Cu
Al + Fe2O3,Al2O3 + Fe
Mg + H2O,Mg(OH)2 + H2
Cu + AgNO3,Cu(NO3)2 + Ag
Pb + CuCl2,PbCl2 + Cu
N2 + H2,NH3
H2 + Cl2,HCl
Na + O2,Na2O
Fe + S,FeS
C + O2,CO2
2H2 + F2,2HF
2HF,H2 + F2
2Na + I2,2NaI
2NaI,2Na + I2
2K + I2,2KI
2KI,2K + I2
Ca + I2,CaI2
CaI2,Ca + I2
Mg + I2,MgI2
MgI2,Mg + I2
Fe + I2,FeI2
FeI2,Fe + I2
2Al + 3I2,2AlI3
2AlI3,2Al + 3I2
Na + O2,Na2O2
Na2O2,Na2O + 0.5O2
K + O2,K2O2
K2O2,K2O + 0.5O2
Ca + O2,CaO2
CaO2,CaO + 0.5O2
Mg + O2,MgO2
MgO2,MgO + 0.5O2
Fe + O2,Fe2O3
Fe2O3,2FeO + 0.5O2
2Al + 3O2,2Al2O3
Al2O3,Al + O2
HCl + NH3,NH4Cl
NH4Cl,NH3 + HCl
H2SO4 + NH3,NH4HSO4
NH4HSO4,NH3 + H2SO4
HNO3 + NH3,NH4NO3
NH4NO3,NH3 + HNO3
CH3COOH + NH3,NH4CH3COO
NH4CH3COO,NH3 + CH3COOH
NaOH + H3PO4,Na3PO4 + H2O
KOH + H3PO4,K3PO4 + H2O
Ca(OH)2 + H3PO4,Ca3(PO4)2 + H2O
Mg(OH)2 + H3PO4,Mg3(PO4)2 + H2O
Ba(OH)2 + H3PO4,Ba3(PO4)2 + H2O
NaOH + H2CO3,Na2CO3 + H2O
KOH + H2CO3,K2CO3 + H2O
Ca(OH)2 + H2CO3,CaCO3 + H2O
Mg(OH)2 + H2CO3,MgCO3 + H2O
Ba(OH)2 + H2CO3,BaCO3 + H2O
NaOH + H2SO3,Na2SO3 + H2O
KOH + H2SO3,K2SO3 + H2O
Ca(OH)2 + H2SO3,CaSO3 + H2O
Mg(OH)2 + H2SO3,MgSO3 + H2O
Ba(OH)2 + H2SO3,BaSO3 + H2O
Na2SO3 + HCl,NaCl + SO2 + H2O
K2SO3 + HCl,KCl + SO2 + H2O
CaSO3 + HCl,CaCl2 + SO2 + H2O
MgSO3 + HCl,MgCl2 + SO2 + H2O
BaSO3 + HCl,BaCl2 + SO2 + H2O
C2H4 + H2,C2H6
C2H2 + H2,C2H4
C2H2 + 2H2,C2H6
C2H4 + Cl2,C2H4Cl2
C2H2 + Cl2,C2H2Cl2
C2H2 + 2Cl2,C2H2Cl4
C2H5OH + O2,CO2 + H2O
CH3OH + O2,CO2 + H2O
C2H5OH,C2H4 + H2O
CH3OH,CO + 2H2
C6H12O6 + 6O2,6CO2 + 6H2O
C6H12O6,2C2H5OH + 2CO2
CH3COOH + NaOH,CH3COONa + H2O
CH3COOH + KOH,CH3COOK + H2O
CH3COOH + NH3,NH4CH3COO
CH3COOH + Ca(OH)2,Ca(CH3COO)2 + H2O
CH3COOH + Mg(OH)2,Mg(CH3COO)2 + H2O
CH3COOH + Ba(OH)2,Ba(CH3COO)2 + H2O
CH3COOH + Na2CO3,CH3COONa + CO2 + H2O
CH3COOH + NaHCO3,CH3COONa + CO2 + H2O
C2H5OH + HCl,C2H5Cl + H2O
CH3OH + HCl,CH3Cl + H2O
C2H5OH,C2H4 + H2O
CH3OH,CH2O + H2
C2H4 + H2O,C2H5OH
C2H2 + H2O,CH3CHO
C6H6 + Cl2,C6H5Cl + HCl
C6H6 + HNO3,C6H5NO2 + H2O
C6H6 + SO3,C6H5SO3H
C6H6 + CH3Cl,C6H5CH3 + HCl
C6H6 + CH3COCl,C6H5COCH3 + HCl
C6H6 + Br2,C6H5Br + HBr
C6H6 + Cl2,C6H6Cl6
C2H4 + Br2,C2H4Br2
C2H2 + Br2,C2H2Br2
C2H2 + 2Br2,C2H2Br4
C2H4 + HCl,C2H5Cl
C2H2 + HCl,C2H3Cl
C2H2 + 2HCl,C2H4Cl2
CH4 + Cl2,CH3Cl + HCl
CH4 + 2Cl2,CH2Cl2 + 2HCl
CH4 + 3Cl2,CHCl3 + 3HCl
CH4 + 4Cl2,CCl4 + 4HCl
CH4 + O2,CO + 2H2
CH4 + 2O2,CO2 + 2H2O
C2H6 + O2,CO + H2O
